label,oid,gid,c, wbcc, wrn, i, nfb, sscore, len, imn, svtype, wbrc, im, vpc, wbfc, wcn
0,1022:2309614123637501300959,777601683884605442,0, 0, 29, 0, 0, 50, 788, 0, -1, 0, 0, 0, 0, 0
0,1022:2309614123547843838675,777600854955917315,0, 0, 0, 0, 0, 50, 836, 7, -1, 0, 1, 0, 0, 0
0,1022:2309614123539509783576,777598152884617217,0, 0, 0, 0, 0, 50, 1626, 0, -1, 0, 0, 0, 0, 0
0,1022:2309614123545633474058,777600045891452935,0, 0, 0, 0, 0, 50, 679, 6, -1, 0, 1, 0, 0, 0
0,1022:2309614123661589161775,777596542540316673,0, 0, 33, 0, 0, 50, 2070, 2, -1, 0, 1, 0, 0, 0
0,1022:2309614123662151206573,777602958281932803,0, 0, 13, 0, 0, 50, 1005, 0, -1, 0, 0, 0, 0, 0
0,1022:2309614123624696092822,777600854955917315,0, 0, 8, 0, 0, 50, 851, 0, -1, 0, 0, 0, 0, 0
0,1022:2309351000194123565678053025,777597134440497153,0, 0, 5, 0, 0, 100, 1900, 8, 3, 0, 1, 0, 0, 0
0,1022:2309614123556861578744,777594021394513923,0, 0, 0, 0, 0, 50, 561, 1, -1, 0, 1, 0, 0, 0
0,1022:2309614123670263034164,777602007617765382,0, 0, 24, 0, 0, 50, 1185, 1, -1, 0, 1, 0, 0, 0
0,1022:2309614123622187916905,777603042168012801,0, 0, 18, 0, 0, 50, 810, 0, -1, 0, 0, 0, 0, 0
0,1022:2309351000064123546208102811,777601122049196039,0, 1, 5, 0, 0, 50, 1020, 2, 2, 0, 1, 0, 0, 1
0,1022:2309614123606970934477,777602980293640195,0, 0, 23, 0, 0, 50, 1287, 1, -1, 0, 1, 0, 0, 0
0,1022:2309614123631666996511,777603899416641537,0, 0, 27, 0, 0, 50, 1406, 0, -1, 0, 0, 0, 0, 0
0,1022:2309614123539287464713,777397227066753025,0, 0, 0, 0, 0, 50, 86, 1, -1, 0, 1, 0, 0, 0
0,1022:2309614123631675385183,777602949289345026,0, 0, 13, 0, 0, 50, 2710, 0, -1, 1, 0, 0, 0, 0
0,1022:2309351000194123544421300487,777600593768218625,0, 0, 5, 0, 0, 100, 1133, 1, 3, 0, 1, 0, 0, 0
1,1022:2309351000024123549202814107,777601347534979074,0, 0, 11, 0, 0, 100, 462, 1, 3, 0, 1, 0, 0, 0
0,1022:2309614123559818598132,777600424251228161,0, 0, 0, 0, 0, 50, 547, 2, -1, 0, 1, 0, 0, 0
0,1042015:articleMblog_4123648224574035,777591401331818498,0, 5, 0, 0, 0, 50, 120, 1, 3, 2, 1, 888766, 4, 1965
0,1022:2309614123565455751821,777601607783153666,0, 0, 0, 0, 0, 50, 1193, 2, -1, 0, 1, 0, 0, 0
0,1022:2309614123607092571011,777591539440287745,0, 0, 25, 0, 0, 50, 459, 1, -1, 0, 1, 0, 0, 0
1,1022:2309614123664269371398,777600621417070594,0, 0, 24, 0, 0, 50, 1314, 4, -1, 0, 1, 0, 0, 0
0,1022:2309351000024123604009784448,777602957879279621,0, 0, 8, 0, 0, 100, 1063, 1, 3, 0, 1, 0, 0, 0
0,1022:2309614123646120596133,777600549610586113,0, 0, 3, 0, 0, 50, 2572, 1, -1, 0, 1, 0, 0, 0
0,1022:2309614123539815953901,777569213529194497,0, 0, 0, 0, 0, 50, 414, 1, -1, 0, 1, 0, 0, 0
0,1022:2309351000894123596250324743,777595805282336769,0, 0, 7, 0, 0, 100, 413, 0, 3, 0, 0, 0, 0, 0
0,1022:2309614123539140662047,777598777131270146,0, 0, 0, 0, 0, 50, 2253, 0, -1, 0, 0, 0, 0, 0
0,1042015:articleMblog_4123682949817236,777604490779951105,0, 7, 0, 0, 0, 60, 364, 1, 9000, 2, 1, 0, 1, 0
0,1022:2309614123682321644047,777604558962556932,0, 0, 6, 0, 0, 50, 635, 0, -1, 0, 0, 0, 0, 0
0,1022:2309614123623177724727,777601523360202756,0, 0, 27, 0, 0, 50, 1633, 1, -1, 0, 1, 0, 0, 0
0,1042015:articleMblog_4123690310805641,777591401331818498,0, 3, 0, 0, 0, 20, 130, 1, 1000, 1, 1, 888709, 1, 1965
0,1022:2309614123607658808354,777601122183413761,0, 0, 25, 0, 0, 50, 1054, 1, -1, 0, 1, 0, 0, 0
0,1022:2309614123661618540708,777601288344961025,0, 0, 24, 0, 0, 50, 1158, 0, -1, 0, 0, 0, 0, 0
0,1022:2309614123652252678502,777604634527137795,0, 0, 5, 0, 0, 50, 2663, 1, -1, 0, 1, 0, 0, 0
0,1022:2309614123659181660539,777604765255204868,0, 0, 29, 0, 0, 50, 1236, 0, -1, 0, 0, 0, 0, 0
0,1042015:articleMblog_4123598446516667,777166193529716737,0, 0, 0, 0, 0, 50, 51, 1, 3, 4, 1, 9893519, 4, 4384
0,1022:2309614123672309811256,777599070665441287,0, 0, 23, 0, 0, 50, 2214, 1, -1, 0, 1, 0, 0, 0
0,1022:2309351000774123619583206943,777600076358877186,0, 0, 18, 0, 0, 100, 1541, 1, 3, 0, 1, 0, 0, 0
0,1022:2309614123635060241979,777602900434092033,0, 0, 29, 0, 0, 50, 799, 1, -1, 0, 1, 0, 0, 0
0,1022:2309351000634123644367348215,777601288344961025,0, 0, 7, 0, 0, 100, 1089, 11, 3, 0, 1, 0, 0, 0
0,1022:2309614123629951553414,777601026754609159,0, 0, 49, 0, 0, 50, 519, 1, -1, 1, 1, 0, 0, 0
0,1022:2309351002794123582828560302,777600280369823745,0, 0, 3, 0, 0, 100, 4003, 0, 3, 0, 0, 0, 0, 0
0,1022:2309351002674123633269223800,777596203506335745,0, 0, 5, 0, 0, 70, 186, 3, 2, 0, 1, 0, 0, 0
0,1022:2309614123525538539135,777595805282336769,0, 0, 0, 0, 0, 50, 544, 2, -1, 0, 1, 0, 0, 0
0,1042015:articleMblog_4123628162784328,777566261146025985,0, 22, 0, 0, 0, 50, 30, 9, 9000, 415, 1, 0, 194, 0
0,1022:2309351000064123568177829789,777599687798554625,0, 0, 7, 0, 0, 50, 1767, 1, 2, 0, 1, 0, 0, 0
0,1022:2309404123532375282015,777595652542562305,0, 9, 7855, 0, 0, 50, 2817, 1, 1, 46, 1, 0, 25, 17
0,1022:2309614123667830310344,777604795856846849,0, 0, 7, 0, 0, 50, 1275, 0, -1, 0, 0, 0, 0, 0
0,1022:2309351002794123575274599634,777598100539703300,0, 0, 4, 0, 0, 100, 633, 0, 3, 0, 0, 0, 0, 0
0,1022:2309614123629276270863,777603649637449729,0, 0, 13, 0, 0, 50, 1095, 0, -1, 0, 0, 0, 0, 0
0,1042015:articleMblog_4123648979598323,777566261146025985,0, 0, 0, 0, 0, 50, 26, 9, 1000, 3, 1, 0, 9, 0
0,1022:2309614123629238521295,777601683884605442,0, 0, 33, 0, 0, 50, 514, 0, -1, 0, 0, 0, 0, 0
0,1022:2309614123632359067359,777603380799340547,0, 0, 24, 0, 0, 50, 473, 0, -1, 0, 0, 0, 0, 0
0,1022:2309614123693168094267,777582190638661633,0, 0, 5, 0, 0, 50, 314, 0, -1, 0, 0, 0, 0, 0
0,1022:2309614123642786150914,777600076358877186,0, 0, 16, 0, 0, 50, 1544, 1, -1, 0, 1, 0, 0, 0
0,1042015:articleMblog_4123655564498005,776933131692802050,0, 0, 0, 0, 0, 50, 94, 1, 3, 3, 1, 7814544, 3, 5851
0,1042015:articleMblog_4123577042699090,777569657791447041,0, 4, 0, 0, 0, 70, 76, 1, 3, 14, 1, 3241851, 18, 6012
0,1042015:articleMblog_4123685503944292,777604487158693889,0, 0, 0, 0, 0, 50, 131, 6, -1, 0, 1, 0, 0, 0
0,1022:2309614123535617462539,777599824432201730,0, 0, 0, 0, 0, 50, 2200, 0, -1, 0, 0, 0, 0, 0
0,1022:2309614123618396264713,777603397576556548,0, 0, 6, 0, 0, 50, 324, 0, -1, 0, 0, 0, 0, 0
0,1022:2309614123659181660443,777602958281932803,0, 0, 1, 0, 0, 50, 1007, 0, -1, 0, 0, 0, 0, 0
0,1022:2309614123560024106185,777601347534979074,0, 0, 0, 0, 0, 50, 447, 0, -1, 0, 0, 0, 0, 0
0,1022:2309614123660800685795,777578851570024451,0, 0, 1, 0, 0, 50, 450, 0, -1, 0, 0, 0, 0, 0
0,1022:2309614123669403192382,777602986870308865,0, 0, 12, 0, 0, 50, 2672, 0, -1, 0, 0, 0, 0, 0
0,1022:2309351001014123528013199310,777598100539703300,0, 0, 130, 0, 0, 100, 610, 1, 3, 0, 1, 0, 0, 0
0,1042015:articleMblog_4123623171722542,777595080642396163,0, 2, 0, 0, 0, 80, 125, 1, 1, 2, 1, 311397, 2, 31
0,1042015:articleMblog_4123575181043841,777601935141765123,0, 4, 0, 0, 0, 50, 108, 1, 9000, 1, 1, 1097342, 72, 1282
0,1022:2309614123560414182471,777601697037942789,0, 0, 0, 0, 0, 50, 475, 0, -1, 0, 0, 0, 0, 0
0,1022:2309614123539144856415,777597134440497153,0, 0, 0, 0, 0, 50, 2024, 8, -1, 0, 1, 0, 0, 0
0,1022:2309614123623441970015,777595169224523778,0, 0, 1, 0, 0, 50, 824, 1, -1, 0, 1, 0, 0, 0
0,1022:2309614123632954667881,777601047692574722,0, 0, 58, 0, 0, 50, 580, 0, -1, 0, 0, 0, 0, 0
0,1022:2309614123676562818988,777604479639879682,0, 0, 16, 0, 0, 50, 925, 0, -1, 0, 0, 0, 0, 0
0,1042015:articleMblog_4123568759765606,776097547281760433,0, 84, 0, 0, 0, 50, 72, 1, 9000, 654, 1, 1890193, 697, 573
0,1022:2309351000124123543746012852,777600549610586113,0, 0, 24, 0, 0, 100, 2664, 1, 3, 0, 1, 0, 0, 0
0,1022:2309614123641221639459,777603332212523010,0, 0, 22, 0, 0, 50, 533, 2, -1, 0, 1, 0, 0, 0
0,1022:2309351002844123618564001538,777597132829884417,0, 0, 9, 0, 0, 55, 1458, 0, 3, 0, 0, 0, 0, 0
0,1022:2309351000474123637610318190,777596203506335745,0, 0, 7, 0, 0, 100, 235, 2, 3, 0, 1, 0, 0, 0
0,1022:2309614123544647799170,777600699531788289,0, 0, 0, 0, 0, 50, 224, 0, -1, 0, 0, 0, 0, 0
0,1022:2309614123697404325080,777599065967820803,0, 0, 23, 0, 0, 50, 1023, 0, -1, 0, 0, 0, 0, 0
0,1022:2309351000444123664089003231,777599728869179393,0, 0, 6, 0, 0, 100, 2674, 2, 3, 0, 1, 0, 0, 0
0,1022:2309614123640470868222,777601607783153666,0, 0, 23, 0, 0, 50, 1201, 0, -1, 0, 0, 0, 0, 0
0,1022:2309614123538771558559,777594782409031682,0, 0, 0, 0, 0, 50, 926, 0, -1, 0, 0, 0, 0, 0
0,1022:2309351001014123641250999951,777601683884605442,0, 0, 17, 0, 0, 100, 466, 0, 3, 0, 0, 0, 0, 0
0,1022:2309614123670413972981,777604895043747845,0, 0, 9, 0, 0, 50, 1046, 1, -1, 0, 1, 0, 0, 0
0,1022:2309614123651128591862,777603536357687301,0, 0, 29, 0, 0, 50, 467, 0, -1, 0, 0, 0, 0, 0
0,1022:2309614123565296365405,777601523360202756,0, 0, 0, 0, 0, 50, 1643, 1, -1, 0, 1, 0, 0, 0
0,1042015:articleMblog_4123576539298175,777593020668706818,0, 0, 0, 0, 0, 50, 56, 1, 3, 0, 1, 7314233, 0, 7502
0,1022:2309614123659429127759,777599784032665601,0, 0, 14, 0, 0, 50, 1940, 0, -1, 0, 0, 0, 0, 0
0,1042015:articleMblog_4123595448080921,776933131692802050,0, 0, 0, 0, 0, 50, 101, 1, 3, 3, 1, 7810295, 2, 5846
0,1022:2309351002764123629607626073,777602007617765382,0, 0, 5, 0, 0, 100, 626, 0, 3, 0, 0, 0, 0, 0
0,1022:2309351001824123588813841273,777601145805733892,0, 0, 26, 0, 0, 50, 1206, 0, -1, 0, 0, 0, 0, 0
0,1042015:articleMblog_4123544084576282,777166193529716737,0, 1, 0, 0, 0, 50, 52, 1, -1, 19, 1, 9893989, 9, 4384
0,1022:2309614123639426451061,777602980293640195,0, 0, 26, 0, 0, 50, 1278, 1, -1, 0, 1, 0, 0, 0
0,1022:2309614123664151918733,777604490779951105,0, 0, 7, 0, 0, 50, 536, 1, -1, 0, 1, 0, 0, 0
0,1022:2309351002764123631151088599,777603860627718145,0, 0, 8, 0, 0, 100, 829, 1, 3, 0, 1, 0, 0, 0
0,1022:2309614123632862391867,777602986870308865,0, 0, 21, 0, 0, 50, 2693, 1, -1, 0, 1, 0, 0, 0
0,1022:2309614123617649666603,777603536357687301,0, 0, 22, 0, 0, 50, 533, 0, -1, 0, 0, 0, 0, 0
0,1022:2309614123655650069081,777603794458378241,0, 0, 18, 0, 0, 50, 757, 0, -1, 0, 0, 0, 0, 0
0,1022:2309614123660624478252,777602007617765382,0, 0, 19, 0, 0, 50, 626, 0, -1, 0, 0, 0, 0, 0
0,1022:2309814123523772714017,777600228964433921,0, 0, 0, 0, 0, 100, 1058, 0, 3, 0, 0, 0, 0, 0
0,1022:2309351001824123628626142955,777600854955917315,0, 0, 8, 0, 0, 50, 979, 7, -1, 0, 1, 0, 0, 0
0,1022:2309351001194123571906556625,777596203506335745,0, 0, 176, 0, 0, 75, 327, 2, 3, 0, 1, 0, 0, 0
0,1022:2309351001904123670640459926,777602980293640195,0, 0, 5, 0, 0, 50, 1303, 1, -1, 0, 1, 0, 0, 0
0,1042015:articleMblog_4123523725516787,774940734616240330,0, 24, 0, 0, 0, 50, 61, 1, 9000, 26, 1, 6457221, 75, 21552
0,1022:2309614123542076714751,777601047692574722,0, 0, 0, 0, 0, 50, 594, 1, -1, 0, 1, 0, 0, 0
0,1042015:articleMblog_4123646471772288,777591401331818498,0, 0, 0, 0, 0, 50, 120, 1, 3, 0, 1, 888601, 0, 1965
0,1042015:articleMblog_4123606922883918,777603234769928194,0, 33, 0, 0, 0, 50, 326, 0, 1, 20, 0, 0, 16, 0
1,1022:2309614123530064169502,777595918159446017,0, 0, 0, 0, 0, 50, 676, 0, -1, 0, 0, 0, 0, 0
0,1022:2309614123656291807791,777453594622820353,0, 0, 18, 0, 0, 50, 1466, 1, -1, 0, 1, 0, 0, 0
0,1022:2309614123632354873031,777602734943633420,0, 0, 20, 0, 0, 50, 238, 1, -1, 0, 1, 0, 0, 0
0,1022:2309351001064123563517955640,777592986844266498,0, 0, 9, 0, 0, 70, 996, 0, 3, 0, 0, 0, 0, 0
0,1022:2309614123535424551472,777596203506335745,0, 0, 0, 0, 0, 50, 225, 2, -1, 0, 1, 0, 0, 0
0,1022:2309614123629490174208,777602007617765382,0, 0, 19, 0, 0, 50, 635, 0, -1, 0, 0, 0, 0, 0
0,1022:2309614123567326364760,777601586576752641,0, 0, 0, 0, 0, 50, 754, 2, -1, 0, 1, 0, 0, 0
0,1022:2309351002674123543800539498,777589411283992587,0, 0, 27, 0, 0, 60, 724, 1, 2, 0, 1, 0, 0, 0
0,1022:2309614123664277749785,777599728869179393,0, 0, 112, 0, 0, 50, 2635, 2, -1, 0, 1, 0, 2, 0
0,1042015:articleMblog_4123535322990950,777590667295064068,0, 0, 0, 0, 0, 50, 115, 1, 2, 6, 1, 3630431, 10, 839
0,1022:2309614123649610245791,777603397576556548,0, 0, 36, 0, 0, 50, 342, 1, -1, 0, 1, 0, 0, 0
0,1022:2309614123524032761574,777598776862834690,0, 0, 0, 0, 0, 50, 893, 0, -1, 0, 0, 0, 0, 0
0,1022:2309351000444123541862802269,777600469482602499,0, 0, 10, 0, 0, 100, 422, 0, 3, 0, 0, 0, 0, 0
0,1022:2309614123613103038009,777600318621876226,0, 0, 18, 0, 0, 50, 950, 1, -1, 0, 1, 0, 0, 0
0,1042015:articleMblog_4123624841670901,777603332212523010,0, 65, 0, 0, 0, 50, 188, 3, 3, 137, 1, 0, 93, 0
0,1022:2309351000784123555481673259,777597185174798337,0, 0, 10, 0, 0, 100, 522, 3, 2, 0, 1, 0, 0, 0
0,1022:2309351001434123610162849201,777600228964433921,0, 0, 7, 0, 0, 50, 1062, 0, 3, 0, 0, 0, 0, 0
0,1022:2309614123639518749990,777590785807745026,0, 0, 25, 0, 0, 50, 2950, 0, -1, 0, 0, 0, 0, 0
0,1042015:articleMblog_4123592838692632,777602939090370561,0, 30, 0, 0, 0, 50, 146, 1, 3, 2, 1, 490238, 17, 2
0,1042015:articleMblog_4123578049487613,777592986844266498,0, 13, 0, 0, 0, 50, 169, 1, 1, 26, 1, 0, 1, 0
0,1022:2309351000064123671114421508,777604997183438849,0, 0, 24, 0, 0, 50, 1219, 7, 2, 0, 1, 0, 0, 0
0,1042015:articleMblog_4123671516010437,777536899671654401,0, 0, 0, 0, 0, 50, 153, 4, 1, 0, 1, 0, 1, 0
0,1022:2309351002674123548145824016,777597185174798337,0, 0, 7, 0, 0, 60, 467, 6, 2, 0, 1, 0, 0, 0
0,1022:2309351002794123660037268802,777604882829934595,0, 0, 6, 0, 0, 100, 267, 0, 3, 0, 0, 0, 0, 0
0,1022:2309614123659580124935,777601047692574722,0, 0, 13, 0, 0, 50, 267, 4, -1, 0, 1, 0, 0, 0
1,1022:2309614123692694128571,777604958662950914,0, 0, 27, 0, 0, 50, 518, 0, -1, 0, 0, 0, 0, 0
0,1022:2309614123698901713532,777593295410823171,0, 1, 221, 0, 0, 50, 919, 1, -1, 0, 1, 0, 4, 2
0,1022:2309614123628336725692,777603878344458243,0, 0, 14, 0, 0, 50, 562, 1, -1, 0, 1, 0, 0, 0
0,1022:2309614123543204934511,777596570323386369,0, 0, 0, 0, 0, 50, 1962, 8, -1, 0, 1, 0, 0, 0
0,1042015:articleMblog_4123681737257731,777604487158693889,0, 0, 0, 0, 0, 50, 149, 6, -1, 0, 1, 0, 0, 0
0,1042015:articleMblog_4123558714774220,777519916164579329,0, 1, 0, 0, 0, 50, 62, 1, 1000, 6, 1, 54436, 6, 20
0,1042015:articleMblog_4123674690886623,777593020668706818,0, 1, 0, 0, 0, 50, 50, 1, 3, 8, 1, 7308250, 5, 7493
0,1022:2309351002844123618555612858,777598100808138757,0, 0, 7, 0, 0, 55, 1162, 0, 3, 0, 0, 0, 0, 0
0,1022:2309351000064123645944435188,777603588031512578,0, 0, 5, 0, 0, 50, 563, 1, 2, 0, 1, 0, 0, 0
0,1042015:articleMblog_4123583590601386,777594292381679619,0, 37, 0, 0, 0, 100, 69, 1, 3, 109, 1, 5857317, 188, 7601
0,1022:2309614123562163178698,777599751954628609,0, 0, 0, 0, 0, 50, 2871, 1, -1, 0, 1, 0, 0, 0
0,1022:2309351002674123561135614543,777601697037942789,0, 0, 3, 0, 0, 60, 467, 0, 2, 0, 0, 0, 0, 0
0,1022:2309614123538545062497,777594237216620546,0, 0, 0, 0, 0, 50, 368, 0, -1, 0, 0, 0, 0, 0
0,1022:2309614123663187214305,777602986870308865,0, 0, 2, 0, 0, 50, 2675, 1, -1, 0, 1, 0, 0, 0
0,1022:2309614123632858197421,777602973448536071,0, 0, 25, 0, 0, 50, 389, 1, -1, 0, 1, 0, 0, 0
0,1022:2309614123545289536798,777600899247767553,0, 0, 0, 0, 0, 50, 1659, 12, -1, 0, 1, 0, 0, 0
0,1022:2309351002794123586842488448,777602980293640195,0, 0, 8, 0, 0, 100, 1276, 1, 3, 0, 1, 0, 0, 0
0,1042015:articleMblog_4123566196793826,777599728869179393,0, 7, 0, 0, 0, 60, 157, 3, 3, 3, 1, 0, 14, 0
0,1022:2309614123662063124987,777603899416641537,0, 0, 55, 0, 0, 50, 1429, 1, -1, 0, 1, 0, 0, 0
0,1022:2309351000184123621760090537,777209761542176770,0, 0, 11425, 0, 0, 100, 1980, 1, 3, 0, 1, 0, 0, 0
0,1022:2309614123546996573074,777592986844266498,0, 0, 0, 0, 0, 50, 1553, 0, -1, 0, 0, 0, 0, 0
0,1022:2309614123611710490222,777602900434092033,0, 0, 7, 0, 0, 50, 740, 0, -1, 0, 0, 0, 0, 0
0,1022:2309614123662092502582,777602919627227137,0, 0, 37, 0, 0, 50, 918, 1, -1, 0, 1, 0, 0, 0
0,1022:2309614123680933307861,777453594622820353,0, 0, 12, 0, 0, 50, 1064, 1, -1, 0, 1, 0, 0, 0
0,1022:2309351002764123607012877852,777602980293640195,0, 0, 10, 0, 0, 100, 1262, 1, 3, 0, 1, 0, 0, 0
0,1022:2309351001824123618723387032,777600854955917315,0, 0, 6, 0, 0, 50, 979, 7, -1, 0, 1, 0, 0, 0
0,1042015:articleMblog_4123605756900848,777593020668706818,0, 0, 0, 0, 0, 50, 50, 1, 3, 6, 1, 7313589, 8, 7501
0,1022:2309614123561282428912,777601586576752641,0, 0, 0, 0, 0, 50, 701, 1, -1, 0, 1, 0, 0, 0
0,1022:2309614123667243101340,777605031543177220,0, 0, 17, 0, 0, 50, 1445, 0, -1, 0, 0, 0, 0, 0
0,1042015:articleMblog_4123640267816076,777595411757531137,0, 1, 0, 0, 0, 80, 99, 1, 3, 3, 1, 1221476, 4, 734
0,1042015:articleMblog_4123590888394879,777596570323386369,0, 25, 0, 0, 0, 100, 148, 6, 3, 13, 1, 0, 11, 0
0,1022:2309351002274123552067548076,777600572964470788,0, 0, 7, 0, 0, 85, 1439, 0, 3, 0, 0, 0, 0, 0
0,1042015:articleMblog_4123629643624025,777603272619851778,0, 20, 0, 0, 0, 60, 133, 3, 3, 5, 1, 0, 32, 0
0,1022:2309614123540193446403,777600943271182338,0, 0, 0, 0, 0, 50, 1383, 2, -1, 0, 1, 0, 0, 0
0,1022:2309351000124123637945904067,777604204090884099,0, 0, 8, 0, 0, 100, 674, 0, 3, 0, 0, 0, 0, 0
0,1022:2309614123567817103976,777598760354054145,0, 0, 0, 0, 0, 50, 862, 0, -1, 0, 0, 0, 0, 0
0,1022:2309614123630337434470,777600469482602499,0, 0, 22, 0, 0, 50, 434, 0, -1, 0, 0, 0, 0, 0
0,1042015:articleMblog_4123673462257633,777536899671654401,0, 11, 0, 0, 0, 50, 146, 4, 1, 20, 1, 0, 126, 0
0,1022:2309614123632887537550,777601049034752007,0, 0, 11, 0, 0, 50, 523, 1, -1, 0, 1, 0, 0, 0
0,1042015:articleMblog_4123663432903988,777603272619851778,0, 63, 0, 0, 0, 60, 136, 1, 3, 33, 1, 0, 176, 0
0,1022:2309614123659638805162,777543948786728962,0, 0, 1, 0, 0, 50, 226, 3, -1, 0, 1, 0, 0, 0
0,1022:2309351000124123558052775486,777601523360202756,0, 0, 1620, 0, 3, 100, 1503, 7, 3, 0, 1, 0, 0, 0
0,1042015:articleMblog_4123531644675995,777595066282147843,0, 357, 0, 0, 0, 50, 40, 4, -1, 1132, 1, 0, 11096, 0
0,1042015:articleMblog_4123570126648173,777601935141765123,0, 5, 0, 0, 0, 50, 85, 1, 1000, 1, 1, 1097357, 21, 1282
0,1022:2309614123568328815222,777600943271182338,0, 0, 0, 0, 0, 50, 1394, 0, -1, 0, 0, 0, 0, 0
0,1042015:articleMblog_4123530146646799,777026980083662851,0, 5, 0, 0, 0, 50, 29, 1, 9000, 328, 1, 973053, 185, 442
0,1022:2309351000774123533574805469,777590386510004227,0, 0, 7, 0, 0, 100, 1049, 0, 3, 0, 0, 0, 0, 0
1,1042015:articleMblog_4123689286636153,777593020802924545,0, 405, 0, 0, 0, 50, 84, 1, 9000, 631, 1, 573477, 675, 818
0,1022:2309351000124123548250691515,777598100808138757,0, 0, 5, 0, 0, 100, 1078, 0, 3, 0, 0, 0, 0, 0
0,1022:2309614123563840918305,777594961723916289,0, 0, 0, 0, 0, 50, 835, 1, -1, 0, 1, 0, 0, 0
0,1022:2309614123634435280553,777603860627718145,0, 0, 26, 0, 0, 50, 875, 1, -1, 0, 1, 0, 0, 0
0,1042015:articleMblog_4123538291827326,777595080642396163,0, 0, 0, 0, 0, 60, 131, 1, 3, 2, 1, 311502, 7, 31
0,1022:2309351000494123630966602393,777602958281932803,0, 0, 9, 0, 0, 100, 990, 0, 3, 0, 0, 0, 0, 0
0,1022:2309404123651103439487,777600572964470788,0, 2, 2059, 0, 0, 50, 1428, 1, 7, 3, 1, 0, 4, 0
0,1042015:articleMblog_4123646136615144,777591401331818498,0, 0, 0, 0, 0, 50, 126, 1, 1000, 3, 1, 888734, 0, 1965
0,1042015:articleMblog_4123546438071401,777595066282147843,0, 41, 0, 0, 0, 50, 46, 4, 9000, 73, 1, 0, 725, 0
0,1022:2309614123555129376706,777596452748656641,0, 0, 0, 0, 0, 50, 138, 0, -1, 0, 0, 0, 0, 0
0,1042015:articleMblog_4123603975409875,777599728869179393,0, 401, 0, 0, 0, 60, 165, 3, 3, 57, 1, 0, 1156, 0
0,1042015:articleMblog_4123540095234078,777595066282147843,0, 45, 0, 0, 0, 50, 83, 4, 9000, 6, 1, 0, 87, 0
0,1042015:articleMblog_4123625415781575,777595411757531137,0, 2, 0, 0, 0, 50, 93, 1, 3, 2, 1, 1221123, 8, 734
0,1022:2309614123667230516881,777601049034752007,0, 0, 13, 0, 0, 50, 505, 1, -1, 0, 1, 0, 0, 0
0,1042015:articleMblog_4123595783644334,776546306403860481,0, 0, 0, 0, 0, 50, 136, 4, 1, 0, 1, 0, 0, 0
0,1042015:articleMblog_4123646802859297,777601328341843970,0, 14053, 0, 0, 0, 60, 154, 6, 3, 2680, 1, 0, 13775, 0
0,1022:2309614123639858470757,777602980830511106,0, 0, 7, 0, 0, 50, 806, 0, -1, 0, 0, 0, 0, 0
0,1022:2309614123543024576507,777595334580764673,0, 0, 0, 0, 0, 50, 733, 5, -1, 0, 1, 0, 0, 0
0,1022:2309351000124123585819067168,777599070665441287,0, 0, 5, 0, 0, 100, 2168, 1, 3, 0, 1, 0, 0, 0
1,1042015:articleMblog_4123620042713103,777536899671654401,0, 857, 0, 0, 0, 100, 146, 4, 3, 360, 1, 0, 11954, 0
0,1042015:articleMblog_4123680474316058,777603962500546561,0, 0, 0, 0, 0, 50, 119, 1, 1, 2, 1, 3524770, 0, 3842
0,1022:2309351000444123653859051698,777603588031512578,0, 0, 33, 0, 0, 100, 338, 0, 3, 0, 0, 0, 0, 0
0,1042015:articleMblog_4123667778232237,777536899671654401,0, 1, 0, 0, 0, 60, 137, 4, 1, 2, 1, 0, 13, 0
0,1042015:articleMblog_4123652805221338,777577860642111490,0, 3, 0, 0, 0, 50, 83, 1, 3, 3, 1, 4624822, 4, 4383
0,1022:2309351002454123626604523168,777602980830511106,0, 0, 70, 0, 0, 100, 751, 0, 3, 0, 0, 0, 0, 0
0,1022:2309614123546963023279,777589411283992587,0, 0, 0, 0, 0, 50, 786, 1, -1, 0, 1, 0, 0, 0
0,1042015:articleMblog_4123670718472255,777536899671654401,0, 8, 0, 0, 0, 60, 139, 4, 3, 7, 1, 0, 129, 0
0,1042015:articleMblog_4123590800196803,777595411757531137,0, 474, 0, 0, 0, 100, 93, 1, 3, 999, 1, 1221470, 2487, 734
0,1022:2309614123543741813019,777594237216620546,0, 0, 0, 0, 0, 50, 351, 0, -1, 0, 0, 0, 0, 0
0,1022:2309614123542420587305,777600318621876226,0, 0, 0, 0, 0, 50, 950, 1, -1, 0, 1, 0, 0, 0
0,1022:2309614123639871053829,777603649637449729,0, 0, 6, 0, 0, 50, 1127, 1, -1, 0, 1, 0, 0, 0
0,1022:2309614123661429795016,777601008232562696,0, 0, 24, 0, 0, 50, 1629, 7, -1, 0, 1, 0, 0, 0
0,1022:2309614123665531805592,777604795856846849,0, 0, 7, 0, 0, 50, 1296, 0, -1, 0, 0, 0, 0, 0
0,1042015:articleMblog_4123659092657484,777026980083662851,0, 0, 0, 0, 0, 50, 66, 1, 9000, 17, 1, 947887, 9, 223
0,1022:2309614123539853720156,777600247889133570,0, 0, 0, 0, 0, 50, 1727, 2, -1, 0, 1, 0, 0, 0
0,1022:2309614123629565682449,777597323419058177,0, 0, 14, 0, 0, 50, 1663, 0, -1, 0, 0, 0, 0, 0
