label,oid,gid,wbcc, len, wbrc, im, vpc, imn, c, nfb, svtype, wrn, sscore, i, wbfc, wcn
0,1022:2309614123524032761574,777598776862834690,0, 0.0823041474654378, 0, 0, 0, 0, 0, 0, -1, 0, 0.0625, 0, 0, 0
0,1022:2309351000444123541862802269,777600469482602499,0, 0.05893031699483312, 0, 0, 0, 0, 0, 0, 3, 0.09345794392523364, 0.10526315789473684, 0, 0, 0
0,1022:2309614123613103038009,777600318621876226,0, 0.08215860935743319, 0, 1, 0, 0.125, 0, 0, -1, 0.4, 0.0641025641025641, 0, 0, 0
0,1042015:articleMblog_4123624841670901,777603332212523010,0.26422764227642276, 0.016019086571233812, 0.6431924882629108, 1, 0, 0.07317073170731707, 0, 0, 3, 0, 0.056818181818181816, 0, 0.2619718309859155, 0
0,1022:2309351000784123555481673259,777597185174798337,0, 0.06311970979443772, 0, 1, 0, 0.06976744186046512, 0, 0, 2, 0.00043198410298501017, 0.10869565217391304, 0, 0, 0
0,1022:2309351001434123610162849201,777600228964433921,0, 0.07146702557200538, 0, 0, 0, 0, 0, 0, 3, 0.05343511450381679, 0.058823529411764705, 0, 0, 0
0,1022:2309614123639518749990,777590785807745026,0, 0.08891166099038549, 0, 0, 0, 0, 0, 0, -1, 0.30120481927710846, 0.06944444444444445, 0, 0, 0
0,1042015:articleMblog_4123592838692632,777602939090370561,0.07575757575757576, 0.06854460093896714, 0.031746031746031744, 1, 0.07691950437679163, 0.07142857142857142, 0, 0, 3, 0, 0.06134969325153374, 0, 0.11805555555555555, 0.07692307692307693
0,1022:2309614123560527444318,777591539440287745,0, 0.05850673194614443, 0, 1, 0, 0.08333333333333333, 0, 0, -1, 0, 0.05, 0, 0, 0
0,1022:2309351000064123671114421508,777604997183438849,0, 0.05847083653108212, 0, 1, 0, 0.08045977011494253, 0, 0, 2, 0.000149678191887442, 0.05154639175257732, 0, 0, 0
0,1042015:articleMblog_4123671516010437,777536899671654401,0, 0.09883720930232558, 0, 1, 0, 0.0975609756097561, 0, 0, 1, 0, 0.08, 0, 8.150623522699487e-05, 0
0,1022:2309351002674123548145824016,777597185174798337,0, 0.05646916565900847, 0, 1, 0, 0.13953488372093023, 0, 0, 2, 0.0003023888720895071, 0.06521739130434782, 0, 0, 0
0,1022:2309351002794123660037268802,777604882829934595,0, 0.08947721179624665, 0, 0, 0, 0, 0, 0, 3, 0.027522935779816515, 0.15384615384615385, 0, 0, 0
0,1042015:articleMblog_4123660745179663,777593936704700417,0, 0.09402985074626866, 0.00510204081632653, 1, 0.12487867790690559, 0.09090909090909091, 0, 0, 3, 0, 0.08333333333333333, 0, 0, 0.12469437652811736
1,1022:2309614123692694128571,777604958662950914,0, 0.06188769414575866, 0, 0, 0, 0, 0, 0, -1, 0.09310344827586207, 0.058823529411764705, 0, 0, 0
0,1022:2309614123698901713532,777593295410823171,1.0, 0.09039937045052135, 0, 1, 0, 0.02702702702702703, 0, 0, -1, 0.7106109324758842, 0.058823529411764705, 0, 1.0, 1.0
0,1042015:articleMblog_4123618864166011,776546306403860481,0.038461538461538464, 0.07649357900614182, 0.004893964110929853, 1, 0, 0.06666666666666667, 0, 0, 1, 0, 0.06134969325153374, 0, 0.0019193857965451055, 0
0,1022:2309614123543204934511,777596570323386369,0, 0.09695112911992884, 0, 1, 0, 0.08247422680412371, 0, 0, -1, 0, 0.055865921787709494, 0, 0, 0
0,1042015:articleMblog_4123681737257731,777604487158693889,0, 0.1, 0, 1, 0, 0.09090909090909091, 0, 0, -1, 0, 0.09090909090909091, 0, 0, 0
0,1042015:articleMblog_4123558714774220,777519916164579329,0.125, 0.046651617757712566, 0.022058823529411766, 1, 0.05815793325448743, 0.06666666666666667, 0, 0, 1000, 0, 0.06944444444444445, 0, 0.031914893617021274, 0.04132231404958678
0,1042015:articleMblog_4123580537088058,777595080642396163,0, 0.08833922261484099, 0, 1, 0.09087740225663016, 0.09090909090909091, 0, 0, 3, 0, 0.078125, 0, 0.03184713375796178, 0.09090909090909091
0,1022:2309351002844123618555612858,777598100808138757,0, 0.09592207363381212, 0, 0, 0, 0, 0, 0, 3, 0.1111111111111111, 0.08148148148148149, 0, 0, 0
0,1022:2309351001904123670153981016,777605031543177220,0, 0.0522352068261918, 0, 0, 0, 0, 0, 0, -1, 0.018315018315018316, 0.04524886877828054, 0, 0, 0
0,1042015:articleMblog_4123583590601386,777594292381679619,0.0744466800804829, 0.06133333333333333, 0.10263653483992467, 1, 0.06664531674274483, 0.05555555555555555, 0, 0, 3, 0, 0.08928571428571429, 0, 0.10173160173160173, 0.06664737654320987
